
executed_tx 100, accessedPercentage 50
executed_tx 767300, accessedPercentage 1
executed_tx 767400, accessedPercentage 1
Predicted: 61005.375000|58184.007812|112470.070312|77244.968750, measured: 107063.570312, max txs: 4, ab.prob: 0.870354
executed_tx 767500, accessedPercentage 1
executed_tx 767600, accessedPercentage 1
executed_tx 767700, accessedPercentage 1
executed_tx 767800, accessedPercentage 1
executed_tx 767900, accessedPercentage 1
executed_tx 768000, accessedPercentage 1
executed_tx 768100, accessedPercentage 1
executed_tx 768200, accessedPercentage 1
executed_tx 768300, accessedPercentage 1
executed_tx 768400, accessedPercentage 1
executed_tx 768500, accessedPercentage 1
executed_tx 768600, accessedPercentage 1
executed_tx 768700, accessedPercentage 1
executed_tx 768800, accessedPercentage 1
executed_tx 768900, accessedPercentage 1
executed_tx 769000, accessedPercentage 1
executed_tx 769100, accessedPercentage 1
executed_tx 769200, accessedPercentage 1
executed_tx 769300, accessedPercentage 1
executed_tx 769400, accessedPercentage 1
executed_tx 769500, accessedPercentage 1
executed_tx 769600, accessedPercentage 1
executed_tx 769700, accessedPercentage 1
executed_tx 769800, accessedPercentage 1
executed_tx 769900, accessedPercentage 1
executed_tx 770000, accessedPercentage 1
executed_tx 770100, accessedPercentage 1
executed_tx 770200, accessedPercentage 1
executed_tx 770300, accessedPercentage 1
executed_tx 770400, accessedPercentage 1
executed_tx 770500, accessedPercentage 1
executed_tx 770600, accessedPercentage 1
executed_tx 770700, accessedPercentage 1
executed_tx 770800, accessedPercentage 1
executed_tx 770900, accessedPercentage 1
executed_tx 771000, accessedPercentage 1
executed_tx 771100, accessedPercentage 1
executed_tx 771200, accessedPercentage 1
executed_tx 771300, accessedPercentage 1
executed_tx 771400, accessedPercentage 1
executed_tx 771500, accessedPercentage 1
executed_tx 771600, accessedPercentage 1
executed_tx 771700, accessedPercentage 1
executed_tx 771800, accessedPercentage 1
executed_tx 771900, accessedPercentage 1
executed_tx 772000, accessedPercentage 1
executed_tx 772100, accessedPercentage 1
executed_tx 772200, accessedPercentage 1
executed_tx 772300, accessedPercentage 1
executed_tx 772400, accessedPercentage 1
executed_tx 772500, accessedPercentage 1
executed_tx 772600, accessedPercentage 1
executed_tx 772700, accessedPercentage 1
executed_tx 772800, accessedPercentage 1
executed_tx 772900, accessedPercentage 1
executed_tx 773000, accessedPercentage 1
executed_tx 773100, accessedPercentage 1
executed_tx 773200, accessedPercentage 1
executed_tx 773300, accessedPercentage 1
executed_tx 773400, accessedPercentage 1
executed_tx 773500, accessedPercentage 1
executed_tx 773600, accessedPercentage 1
executed_tx 773700, accessedPercentage 1
executed_tx 773800, accessedPercentage 1
executed_tx 773900, accessedPercentage 1
executed_tx 774000, accessedPercentage 1
executed_tx 774100, accessedPercentage 1
executed_tx 774200, accessedPercentage 1
executed_tx 774300, accessedPercentage 1
executed_tx 774400, accessedPercentage 1
executed_tx 774500, accessedPercentage 1
executed_tx 774600, accessedPercentage 1
executed_tx 774700, accessedPercentage 1
executed_tx 774800, accessedPercentage 1
executed_tx 774900, accessedPercentage 1
executed_tx 775000, accessedPercentage 1
executed_tx 775100, accessedPercentage 1
executed_tx 775200, accessedPercentage 1
executed_tx 775300, accessedPercentage 1
executed_tx 775400, accessedPercentage 1
executed_tx 775500, accessedPercentage 1
executed_tx 775600, accessedPercentage 1
executed_tx 775700, accessedPercentage 1
executed_tx 775800, accessedPercentage 1
executed_tx 775900, accessedPercentage 1
executed_tx 776000, accessedPercentage 1
executed_tx 776100, accessedPercentage 1
executed_tx 776200, accessedPercentage 1
executed_tx 776300, accessedPercentage 1
executed_tx 776400, accessedPercentage 1
executed_tx 776500, accessedPercentage 1
executed_tx 776600, accessedPercentage 1
executed_tx 776700, accessedPercentage 1
executed_tx 776800, accessedPercentage 1
executed_tx 776900, accessedPercentage 1
executed_tx 777000, accessedPercentage 1
executed_tx 777100, accessedPercentage 1
executed_tx 777200, accessedPercentage 1
executed_tx 777300, accessedPercentage 1
executed_tx 777400, accessedPercentage 1
executed_tx 777500, accessedPercentage 1
executed_tx 777600, accessedPercentage 1
executed_tx 777700, accessedPercentage 1
executed_tx 777800, accessedPercentage 1
executed_tx 777900, accessedPercentage 1
executed_tx 778000, accessedPercentage 1
executed_tx 778100, accessedPercentage 1
executed_tx 778200, accessedPercentage 1
executed_tx 778300, accessedPercentage 1
executed_tx 778400, accessedPercentage 1
executed_tx 778500, accessedPercentage 1
executed_tx 778600, accessedPercentage 1
executed_tx 778700, accessedPercentage 1
executed_tx 778800, accessedPercentage 1
executed_tx 778900, accessedPercentage 1
executed_tx 779000, accessedPercentage 1
executed_tx 779100, accessedPercentage 1
executed_tx 779200, accessedPercentage 1
executed_tx 779300, accessedPercentage 1
executed_tx 779400, accessedPercentage 1
executed_tx 779500, accessedPercentage 1
executed_tx 779600, accessedPercentage 1
executed_tx 779700, accessedPercentage 1
executed_tx 779800, accessedPercentage 1
executed_tx 779900, accessedPercentage 1
executed_tx 780000, accessedPercentage 1
executed_tx 780100, accessedPercentage 1
executed_tx 780200, accessedPercentage 1
executed_tx 780300, accessedPercentage 1
executed_tx 780400, accessedPercentage 1
executed_tx 780500, accessedPercentage 1
executed_tx 780600, accessedPercentage 1
executed_tx 780700, accessedPercentage 1
executed_tx 780800, accessedPercentage 1
executed_tx 780900, accessedPercentage 1
executed_tx 781000, accessedPercentage 1
executed_tx 781100, accessedPercentage 1
executed_tx 781200, accessedPercentage 1
executed_tx 781300, accessedPercentage 1
executed_tx 781400, accessedPercentage 1
executed_tx 781500, accessedPercentage 1
executed_tx 781600, accessedPercentage 1
executed_tx 781700, accessedPercentage 1
executed_tx 781800, accessedPercentage 1
executed_tx 781900, accessedPercentage 1
executed_tx 782000, accessedPercentage 1
executed_tx 782100, accessedPercentage 1
executed_tx 782200, accessedPercentage 1
executed_tx 782300, accessedPercentage 1
executed_tx 782400, accessedPercentage 1
executed_tx 782500, accessedPercentage 1
executed_tx 782600, accessedPercentage 1
executed_tx 782700, accessedPercentage 1
executed_tx 782800, accessedPercentage 1
executed_tx 782900, accessedPercentage 1
executed_tx 783000, accessedPercentage 1
executed_tx 783100, accessedPercentage 1
executed_tx 783200, accessedPercentage 1
executed_tx 783300, accessedPercentage 1
executed_tx 783400, accessedPercentage 1
executed_tx 783500, accessedPercentage 1
executed_tx 783600, accessedPercentage 1
executed_tx 783700, accessedPercentage 1
executed_tx 783800, accessedPercentage 1
executed_tx 783900, accessedPercentage 1
executed_tx 784000, accessedPercentage 1
executed_tx 784100, accessedPercentage 1
executed_tx 784200, accessedPercentage 1
Predicted: 78093.734375|65307.085938|113738.546875|78763.148438, measured: 107495.929688, max txs: 4, ab.prob: 0.869971
executed_tx 784300, accessedPercentage 1
executed_tx 784400, accessedPercentage 1
executed_tx 784500, accessedPercentage 1
executed_tx 784600, accessedPercentage 1
executed_tx 784700, accessedPercentage 1
executed_tx 784800, accessedPercentage 1
executed_tx 784900, accessedPercentage 1
executed_tx 785000, accessedPercentage 1
executed_tx 785100, accessedPercentage 1
executed_tx 785200, accessedPercentage 1
executed_tx 785300, accessedPercentage 1
executed_tx 785400, accessedPercentage 1
executed_tx 785500, accessedPercentage 1
executed_tx 785600, accessedPercentage 1
executed_tx 785700, accessedPercentage 1
executed_tx 785800, accessedPercentage 1
executed_tx 785900, accessedPercentage 1
executed_tx 786000, accessedPercentage 1
executed_tx 786100, accessedPercentage 1
executed_tx 786200, accessedPercentage 1
executed_tx 786300, accessedPercentage 1
executed_tx 786400, accessedPercentage 1
executed_tx 786500, accessedPercentage 1
executed_tx 786600, accessedPercentage 1
executed_tx 786700, accessedPercentage 1
executed_tx 786800, accessedPercentage 1
executed_tx 786900, accessedPercentage 1
executed_tx 787000, accessedPercentage 1
executed_tx 787100, accessedPercentage 1
executed_tx 787200, accessedPercentage 1
executed_tx 787300, accessedPercentage 1
executed_tx 787400, accessedPercentage 1
executed_tx 787500, accessedPercentage 1
executed_tx 787600, accessedPercentage 1
executed_tx 787700, accessedPercentage 1
executed_tx 787800, accessedPercentage 1
executed_tx 787900, accessedPercentage 1
executed_tx 788000, accessedPercentage 1
executed_tx 788100, accessedPercentage 1
executed_tx 788200, accessedPercentage 1
executed_tx 788300, accessedPercentage 1
executed_tx 788400, accessedPercentage 1
executed_tx 788500, accessedPercentage 1
executed_tx 788600, accessedPercentage 1
executed_tx 788700, accessedPercentage 1
executed_tx 788800, accessedPercentage 1
executed_tx 788900, accessedPercentage 1
executed_tx 789000, accessedPercentage 1
executed_tx 789100, accessedPercentage 1
executed_tx 789200, accessedPercentage 1
executed_tx 789300, accessedPercentage 1
executed_tx 789400, accessedPercentage 1
executed_tx 789500, accessedPercentage 1
executed_tx 789600, accessedPercentage 1
executed_tx 789700, accessedPercentage 1
executed_tx 789800, accessedPercentage 1
executed_tx 789900, accessedPercentage 1
executed_tx 790000, accessedPercentage 1
executed_tx 790100, accessedPercentage 1
executed_tx 790200, accessedPercentage 1
executed_tx 790300, accessedPercentage 1
executed_tx 790400, accessedPercentage 1
executed_tx 790500, accessedPercentage 1
executed_tx 790600, accessedPercentage 1
executed_tx 790700, accessedPercentage 1
executed_tx 790800, accessedPercentage 1
executed_tx 790900, accessedPercentage 1
executed_tx 791000, accessedPercentage 1
executed_tx 791100, accessedPercentage 1
executed_tx 791200, accessedPercentage 1
executed_tx 791300, accessedPercentage 1
executed_tx 791400, accessedPercentage 1
executed_tx 791500, accessedPercentage 1
executed_tx 791600, accessedPercentage 1
executed_tx 791700, accessedPercentage 1
executed_tx 791800, accessedPercentage 1
executed_tx 791900, accessedPercentage 1
executed_tx 792000, accessedPercentage 1
executed_tx 792100, accessedPercentage 1
executed_tx 792200, accessedPercentage 1
executed_tx 792300, accessedPercentage 1
executed_tx 792400, accessedPercentage 1
executed_tx 792500, accessedPercentage 1
executed_tx 792600, accessedPercentage 1
executed_tx 792700, accessedPercentage 1
executed_tx 792800, accessedPercentage 1
executed_tx 792900, accessedPercentage 1
executed_tx 793000, accessedPercentage 1
executed_tx 793100, accessedPercentage 1
executed_tx 793200, accessedPercentage 1
executed_tx 793300, accessedPercentage 1
executed_tx 793400, accessedPercentage 1
executed_tx 793500, accessedPercentage 1
executed_tx 793600, accessedPercentage 1
executed_tx 793700, accessedPercentage 1
executed_tx 793800, accessedPercentage 1
executed_tx 793900, accessedPercentage 1
executed_tx 794000, accessedPercentage 1
executed_tx 794100, accessedPercentage 1
executed_tx 794200, accessedPercentage 1
executed_tx 794300, accessedPercentage 1
executed_tx 794400, accessedPercentage 1
executed_tx 794500, accessedPercentage 1
executed_tx 794600, accessedPercentage 1
executed_tx 794700, accessedPercentage 1
executed_tx 794800, accessedPercentage 1
executed_tx 794900, accessedPercentage 1
executed_tx 795000, accessedPercentage 1
executed_tx 795100, accessedPercentage 1
executed_tx 795200, accessedPercentage 2
executed_tx 795300, accessedPercentage 2
executed_tx 795400, accessedPercentage 2
executed_tx 795500, accessedPercentage 2
executed_tx 795600, accessedPercentage 2
executed_tx 795700, accessedPercentage 2
executed_tx 795800, accessedPercentage 2
executed_tx 795900, accessedPercentage 2
executed_tx 796000, accessedPercentage 2
executed_tx 796100, accessedPercentage 2
executed_tx 796200, accessedPercentage 2
executed_tx 796300, accessedPercentage 2
executed_tx 796400, accessedPercentage 2
executed_tx 796500, accessedPercentage 2
executed_tx 796600, accessedPercentage 2
executed_tx 796700, accessedPercentage 2
executed_tx 796800, accessedPercentage 2
executed_tx 796900, accessedPercentage 2
executed_tx 797000, accessedPercentage 2
executed_tx 797100, accessedPercentage 2
executed_tx 797200, accessedPercentage 2
executed_tx 797300, accessedPercentage 2
executed_tx 797400, accessedPercentage 2
executed_tx 797500, accessedPercentage 2
executed_tx 797600, accessedPercentage 2
executed_tx 797700, accessedPercentage 2
executed_tx 797800, accessedPercentage 2
executed_tx 797900, accessedPercentage 2
executed_tx 798000, accessedPercentage 2
executed_tx 798100, accessedPercentage 2
executed_tx 798200, accessedPercentage 2
executed_tx 798300, accessedPercentage 2
executed_tx 798400, accessedPercentage 2
executed_tx 798500, accessedPercentage 2
executed_tx 798600, accessedPercentage 2
executed_tx 798700, accessedPercentage 2
executed_tx 798800, accessedPercentage 2
executed_tx 798900, accessedPercentage 2
executed_tx 799000, accessedPercentage 2
executed_tx 799100, accessedPercentage 2
executed_tx 799200, accessedPercentage 2
executed_tx 799300, accessedPercentage 2
executed_tx 799400, accessedPercentage 2
executed_tx 799500, accessedPercentage 2
executed_tx 799600, accessedPercentage 2
executed_tx 799700, accessedPercentage 2
executed_tx 799800, accessedPercentage 2
executed_tx 799900, accessedPercentage 2
executed_tx 800000, accessedPercentage 2
executed_tx 800100, accessedPercentage 2
executed_tx 800200, accessedPercentage 2
executed_tx 800300, accessedPercentage 2
executed_tx 800400, accessedPercentage 2
executed_tx 800500, accessedPercentage 2
executed_tx 800600, accessedPercentage 2
executed_tx 800700, accessedPercentage 2
executed_tx 800800, accessedPercentage 2
executed_tx 800900, accessedPercentage 2
executed_tx 801000, accessedPercentage 2
executed_tx 801100, accessedPercentage 2
executed_tx 801200, accessedPercentage 2
executed_tx 801300, accessedPercentage 2
executed_tx 801400, accessedPercentage 2
executed_tx 801500, accessedPercentage 2
executed_tx 801600, accessedPercentage 2
executed_tx 801700, accessedPercentage 2
executed_tx 801800, accessedPercentage 2
executed_tx 801900, accessedPercentage 2
Predicted: 65142.937500|105973.804688|142563.593750|110115.101562, measured: 121814.757812, max txs: 4, ab.prob: 0.842681
executed_tx 802000, accessedPercentage 2
executed_tx 802100, accessedPercentage 2
executed_tx 802200, accessedPercentage 2
executed_tx 802300, accessedPercentage 2
executed_tx 802400, accessedPercentage 2
executed_tx 802500, accessedPercentage 2
executed_tx 802600, accessedPercentage 2
